cola_p1,cola_p2,dist_p1,dist_p2,decision_correcta
20,25,5.0,12.0,Pala 1
29,48,5.0,12.0,Pala 1
23,37,5.0,12.0,Pala 1
43,22,5.0,12.0,Pala 2
41,21,5.0,12.0,Pala 2
29,3,5.0,12.0,Pala 2
21,48,5.0,12.0,Pala 1
27,8,5.0,12.0,Pala 2
6,3,5.0,12.0,Pala 1
34,6,5.0,12.0,Pala 2
27,22,5.0,12.0,Pala 2
13,1,5.0,12.0,Pala 2
9,48,5.0,12.0,Pala 1
15,23,5.0,12.0,Pala 1
15,39,5.0,12.0,Pala 1
30,30,5.0,12.0,Pala 1
41,46,5.0,12.0,Pala 1
24,30,5.0,12.0,Pala 1
12,46,5.0,12.0,Pala 1
5,39,5.0,12.0,Pala 1
43,47,5.0,12.0,Pala 1
8,42,5.0,12.0,Pala 1
44,33,5.0,12.0,Pala 2
35,23,5.0,12.0,Pala 2
42,48,5.0,12.0,Pala 1
19,25,5.0,12.0,Pala 1
17,15,5.0,12.0,Pala 1
42,46,5.0,12.0,Pala 1
20,12,5.0,12.0,Pala 2
3,14,5.0,12.0,Pala 1
49,26,5.0,12.0,Pala 2
32,3,5.0,12.0,Pala 2
26,15,5.0,12.0,Pala 2
6,29,5.0,12.0,Pala 1
5,43,5.0,12.0,Pala 1
14,29,5.0,12.0,Pala 1
17,35,5.0,12.0,Pala 1
31,2,5.0,12.0,Pala 2
10,21,5.0,12.0,Pala 1
19,48,5.0,12.0,Pala 1
23,21,5.0,12.0,Pala 2
14,49,5.0,12.0,Pala 1
47,49,5.0,12.0,Pala 1
6,48,5.0,12.0,Pala 1
20,11,5.0,12.0,Pala 1
41,20,5.0,12.0,Pala 2
25,3,5.0,12.0,Pala 2
43,30,5.0,12.0,Pala 2
13,43,5.0,12.0,Pala 1
36,30,5.0,12.0,Pala 2
20,22,5.0,12.0,Pala 1
17,19,5.0,12.0,Pala 1
4,14,5.0,12.0,Pala 1
2,22,5.0,12.0,Pala 1
22,27,5.0,12.0,Pala 1
25,15,5.0,12.0,Pala 2
36,36,5.0,12.0,Pala 2
23,20,5.0,12.0,Pala 1
48,14,5.0,12.0,Pala 2
18,16,5.0,12.0,Pala 1
24,49,5.0,12.0,Pala 1
20,36,5.0,12.0,Pala 1
11,12,5.0,12.0,Pala 1
40,18,5.0,12.0,Pala 2
32,29,5.0,12.0,Pala 1
49,44,5.0,12.0,Pala 2
3,17,5.0,12.0,Pala 1
41,13,5.0,12.0,Pala 2
6,35,5.0,12.0,Pala 1
21,35,5.0,12.0,Pala 1
32,19,5.0,12.0,Pala 2
16,18,5.0,12.0,Pala 1
23,44,5.0,12.0,Pala 1
33,43,5.0,12.0,Pala 1
27,6,5.0,12.0,Pala 2
42,43,5.0,12.0,Pala 1
40,3,5.0,12.0,Pala 2
38,33,5.0,12.0,Pala 2
21,1,5.0,12.0,Pala 2
48,4,5.0,12.0,Pala 2
16,9,5.0,12.0,Pala 2
33,31,5.0,12.0,Pala 1
5,41,5.0,12.0,Pala 1
45,40,5.0,12.0,Pala 1
5,12,5.0,12.0,Pala 1
33,38,5.0,12.0,Pala 1
0,4,5.0,12.0,Pala 1
9,9,5.0,12.0,Pala 2
20,9,5.0,12.0,Pala 2
4,37,5.0,12.0,Pala 1
1,26,5.0,12.0,Pala 1
21,20,5.0,12.0,Pala 1
47,7,5.0,12.0,Pala 2
1,0,5.0,12.0,Pala 1
9,27,5.0,12.0,Pala 1
33,48,5.0,12.0,Pala 1
15,38,5.0,12.0,Pala 1
47,13,5.0,12.0,Pala 2
38,20,5.0,12.0,Pala 2
21,29,5.0,12.0,Pala 1
11,20,5.0,12.0,Pala 1
23,48,5.0,12.0,Pala 1
46,8,5.0,12.0,Pala 2
39,16,5.0,12.0,Pala 2
37,4,5.0,12.0,Pala 2
9,30,5.0,12.0,Pala 1
34,39,5.0,12.0,Pala 1
48,37,5.0,12.0,Pala 2
31,42,5.0,12.0,Pala 1
6,18,5.0,12.0,Pala 1
20,35,5.0,12.0,Pala 1
19,49,5.0,12.0,Pala 1
25,32,5.0,12.0,Pala 1
3,12,5.0,12.0,Pala 1
45,13,5.0,12.0,Pala 2
21,32,5.0,12.0,Pala 1
14,28,5.0,12.0,Pala 1
39,42,5.0,12.0,Pala 1
20,48,5.0,12.0,Pala 1
14,35,5.0,12.0,Pala 1
21,43,5.0,12.0,Pala 1
27,9,5.0,12.0,Pala 2
13,30,5.0,12.0,Pala 1
26,5,5.0,12.0,Pala 2
40,0,5.0,12.0,Pala 2
39,6,5.0,12.0,Pala 2
27,26,5.0,12.0,Pala 1
25,20,5.0,12.0,Pala 2
48,27,5.0,12.0,Pala 2
1,15,5.0,12.0,Pala 1
24,45,5.0,12.0,Pala 1
2,22,5.0,12.0,Pala 1
7,19,5.0,12.0,Pala 1
43,37,5.0,12.0,Pala 2
32,24,5.0,12.0,Pala 2
41,27,5.0,12.0,Pala 2
34,4,5.0,12.0,Pala 2
5,20,5.0,12.0,Pala 1
38,17,5.0,12.0,Pala 2
22,46,5.0,12.0,Pala 1
24,5,5.0,12.0,Pala 2
49,28,5.0,12.0,Pala 2
42,18,5.0,12.0,Pala 2
18,32,5.0,12.0,Pala 1
4,0,5.0,12.0,Pala 2
10,44,5.0,12.0,Pala 1
11,2,5.0,12.0,Pala 2
9,41,5.0,12.0,Pala 1
7,20,5.0,12.0,Pala 1
23,34,5.0,12.0,Pala 1
27,40,5.0,12.0,Pala 1
40,39,5.0,12.0,Pala 1
35,2,5.0,12.0,Pala 2
36,24,5.0,12.0,Pala 2
20,44,5.0,12.0,Pala 1
7,37,5.0,12.0,Pala 1
8,44,5.0,12.0,Pala 1
46,19,5.0,12.0,Pala 2
14,43,5.0,12.0,Pala 1
47,44,5.0,12.0,Pala 1
45,33,5.0,12.0,Pala 2
39,20,5.0,12.0,Pala 2
17,47,5.0,12.0,Pala 1
41,22,5.0,12.0,Pala 2
19,5,5.0,12.0,Pala 2
5,12,5.0,12.0,Pala 1
11,48,5.0,12.0,Pala 1
1,22,5.0,12.0,Pala 1
6,8,5.0,12.0,Pala 1
15,16,5.0,12.0,Pala 1
2,1,5.0,12.0,Pala 1
44,18,5.0,12.0,Pala 2
2,18,5.0,12.0,Pala 1
26,6,5.0,12.0,Pala 2
49,41,5.0,12.0,Pala 2
42,41,5.0,12.0,Pala 2
39,19,5.0,12.0,Pala 2
37,8,5.0,12.0,Pala 2
32,16,5.0,12.0,Pala 2
27,26,5.0,12.0,Pala 1
0,46,5.0,12.0,Pala 1
7,1,5.0,12.0,Pala 2
36,35,5.0,12.0,Pala 1
31,18,5.0,12.0,Pala 2
47,16,5.0,12.0,Pala 2
42,4,5.0,12.0,Pala 2
36,38,5.0,12.0,Pala 1
3,17,5.0,12.0,Pala 1
29,6,5.0,12.0,Pala 2
5,16,5.0,12.0,Pala 1
45,38,5.0,12.0,Pala 2
18,35,5.0,12.0,Pala 1
31,39,5.0,12.0,Pala 1
8,44,5.0,12.0,Pala 1
11,3,5.0,12.0,Pala 2
10,37,5.0,12.0,Pala 1
45,24,5.0,12.0,Pala 2
15,4,5.0,12.0,Pala 2
0,29,5.0,12.0,Pala 1
44,11,5.0,12.0,Pala 2
20,3,5.0,12.0,Pala 2
29,23,5.0,12.0,Pala 2
12,28,5.0,12.0,Pala 1
33,8,5.0,12.0,Pala 2
3,3,5.0,12.0,Pala 1
27,23,5.0,12.0,Pala 1
37,13,5.0,12.0,Pala 2
30,4,5.0,12.0,Pala 2
26,17,5.0,12.0,Pala 2
4,41,5.0,12.0,Pala 1
24,18,5.0,12.0,Pala 2
2,11,5.0,12.0,Pala 1
32,17,5.0,12.0,Pala 2
3,16,5.0,12.0,Pala 1
24,29,5.0,12.0,Pala 1
19,23,5.0,12.0,Pala 1
33,10,5.0,12.0,Pala 2
25,34,5.0,12.0,Pala 1
4,22,5.0,12.0,Pala 1
34,16,5.0,12.0,Pala 2
27,0,5.0,12.0,Pala 2
28,14,5.0,12.0,Pala 2
8,31,5.0,12.0,Pala 1
37,8,5.0,12.0,Pala 2
49,14,5.0,12.0,Pala 2
5,27,5.0,12.0,Pala 1
18,23,5.0,12.0,Pala 1
43,34,5.0,12.0,Pala 2
10,21,5.0,12.0,Pala 1
1,26,5.0,12.0,Pala 1
46,18,5.0,12.0,Pala 2
43,44,5.0,12.0,Pala 1
43,11,5.0,12.0,Pala 2
8,19,5.0,12.0,Pala 1
20,0,5.0,12.0,Pala 2
23,20,5.0,12.0,Pala 1
33,48,5.0,12.0,Pala 1
21,44,5.0,12.0,Pala 1
2,0,5.0,12.0,Pala 1
11,9,5.0,12.0,Pala 1
27,46,5.0,12.0,Pala 1
29,31,5.0,12.0,Pala 1
25,38,5.0,12.0,Pala 1
47,21,5.0,12.0,Pala 2
20,17,5.0,12.0,Pala 2
27,47,5.0,12.0,Pala 1
25,45,5.0,12.0,Pala 1
32,31,5.0,12.0,Pala 2
20,26,5.0,12.0,Pala 1
34,27,5.0,12.0,Pala 2
33,17,5.0,12.0,Pala 2
40,38,5.0,12.0,Pala 1
46,48,5.0,12.0,Pala 1
17,28,5.0,12.0,Pala 1
10,17,5.0,12.0,Pala 1
22,43,5.0,12.0,Pala 1
47,7,5.0,12.0,Pala 2
21,30,5.0,12.0,Pala 1
16,33,5.0,12.0,Pala 1
4,6,5.0,12.0,Pala 2
43,35,5.0,12.0,Pala 2
10,17,5.0,12.0,Pala 1
29,37,5.0,12.0,Pala 1
14,8,5.0,12.0,Pala 1
26,8,5.0,12.0,Pala 2
34,45,5.0,12.0,Pala 1
32,7,5.0,12.0,Pala 2
19,34,5.0,12.0,Pala 1
15,17,5.0,12.0,Pala 1
33,4,5.0,12.0,Pala 2
1,13,5.0,12.0,Pala 1
34,27,5.0,12.0,Pala 2
39,29,5.0,12.0,Pala 2
27,3,5.0,12.0,Pala 2
46,38,5.0,12.0,Pala 2
38,19,5.0,12.0,Pala 2
5,24,5.0,12.0,Pala 1
8,27,5.0,12.0,Pala 1
19,11,5.0,12.0,Pala 2
0,1,5.0,12.0,Pala 1
7,42,5.0,12.0,Pala 1
22,13,5.0,12.0,Pala 2
2,21,5.0,12.0,Pala 1
3,30,5.0,12.0,Pala 1
24,22,5.0,12.0,Pala 1
46,47,5.0,12.0,Pala 1
37,19,5.0,12.0,Pala 2
14,37,5.0,12.0,Pala 1
20,3,5.0,12.0,Pala 2
34,14,5.0,12.0,Pala 2
45,23,5.0,12.0,Pala 2
13,24,5.0,12.0,Pala 1
35,0,5.0,12.0,Pala 2
11,6,5.0,12.0,Pala 2
16,30,5.0,12.0,Pala 1
38,11,5.0,12.0,Pala 2
8,41,5.0,12.0,Pala 1
34,4,5.0,12.0,Pala 2
12,43,5.0,12.0,Pala 1
14,49,5.0,12.0,Pala 1
17,41,5.0,12.0,Pala 1
32,37,5.0,12.0,Pala 1
5,11,5.0,12.0,Pala 1
26,38,5.0,12.0,Pala 1
22,17,5.0,12.0,Pala 2
26,1,5.0,12.0,Pala 2
33,9,5.0,12.0,Pala 2
45,14,5.0,12.0,Pala 2
37,29,5.0,12.0,Pala 2
13,43,5.0,12.0,Pala 1
35,16,5.0,12.0,Pala 2
7,3,5.0,12.0,Pala 1
34,6,5.0,12.0,Pala 2
18,40,5.0,12.0,Pala 1
29,30,5.0,12.0,Pala 1
13,38,5.0,12.0,Pala 1
19,33,5.0,12.0,Pala 1
48,5,5.0,12.0,Pala 2
24,49,5.0,12.0,Pala 1
39,37,5.0,12.0,Pala 2
23,44,5.0,12.0,Pala 1
13,33,5.0,12.0,Pala 1
25,43,5.0,12.0,Pala 1
37,14,5.0,12.0,Pala 2
22,13,5.0,12.0,Pala 2
21,5,5.0,12.0,Pala 2
47,49,5.0,12.0,Pala 1
18,36,5.0,12.0,Pala 1
45,49,5.0,12.0,Pala 1
2,31,5.0,12.0,Pala 1
41,2,5.0,12.0,Pala 2
18,2,5.0,12.0,Pala 2
8,21,5.0,12.0,Pala 1
27,21,5.0,12.0,Pala 2
19,9,5.0,12.0,Pala 2
44,2,5.0,12.0,Pala 2
6,11,5.0,12.0,Pala 1
13,28,5.0,12.0,Pala 1
8,47,5.0,12.0,Pala 1
18,16,5.0,12.0,Pala 1
46,6,5.0,12.0,Pala 2
13,12,5.0,12.0,Pala 1
37,1,5.0,12.0,Pala 2
35,3,5.0,12.0,Pala 2
39,9,5.0,12.0,Pala 2
16,38,5.0,12.0,Pala 1
29,23,5.0,12.0,Pala 2
8,16,5.0,12.0,Pala 1
32,5,5.0,12.0,Pala 2
24,18,5.0,12.0,Pala 1
13,4,5.0,12.0,Pala 2
10,31,5.0,12.0,Pala 1
34,9,5.0,12.0,Pala 2
40,8,5.0,12.0,Pala 2
13,26,5.0,12.0,Pala 1
29,12,5.0,12.0,Pala 2
40,18,5.0,12.0,Pala 2
3,20,5.0,12.0,Pala 1
3,23,5.0,12.0,Pala 1
27,37,5.0,12.0,Pala 1
7,3,5.0,12.0,Pala 2
1,23,5.0,12.0,Pala 1
40,34,5.0,12.0,Pala 2
45,2,5.0,12.0,Pala 2
21,3,5.0,12.0,Pala 2
40,36,5.0,12.0,Pala 1
15,39,5.0,12.0,Pala 1
28,47,5.0,12.0,Pala 1
48,34,5.0,12.0,Pala 2
47,30,5.0,12.0,Pala 2
29,43,5.0,12.0,Pala 1
11,24,5.0,12.0,Pala 1
34,39,5.0,12.0,Pala 1
10,12,5.0,12.0,Pala 1
45,3,5.0,12.0,Pala 2
49,45,5.0,12.0,Pala 2
20,13,5.0,12.0,Pala 2
20,12,5.0,12.0,Pala 2
4,26,5.0,12.0,Pala 1
47,5,5.0,12.0,Pala 2
19,16,5.0,12.0,Pala 2
36,35,5.0,12.0,Pala 1
2,39,5.0,12.0,Pala 1
43,48,5.0,12.0,Pala 1
32,34,5.0,12.0,Pala 1
8,16,5.0,12.0,Pala 1
8,40,5.0,12.0,Pala 1
3,1,5.0,12.0,Pala 1
34,12,5.0,12.0,Pala 2
16,1,5.0,12.0,Pala 2
33,27,5.0,12.0,Pala 2
23,42,5.0,12.0,Pala 1
31,25,5.0,12.0,Pala 2
0,21,5.0,12.0,Pala 1
7,46,5.0,12.0,Pala 1
44,42,5.0,12.0,Pala 1
22,2,5.0,12.0,Pala 2
46,34,5.0,12.0,Pala 2
39,11,5.0,12.0,Pala 2
11,23,5.0,12.0,Pala 1
11,4,5.0,12.0,Pala 2
45,19,5.0,12.0,Pala 2
46,38,5.0,12.0,Pala 1
14,38,5.0,12.0,Pala 1
40,12,5.0,12.0,Pala 2
18,40,5.0,12.0,Pala 1
25,44,5.0,12.0,Pala 1
28,11,5.0,12.0,Pala 2
21,12,5.0,12.0,Pala 2
39,9,5.0,12.0,Pala 2
20,32,5.0,12.0,Pala 1
37,39,5.0,12.0,Pala 1
19,15,5.0,12.0,Pala 2
28,44,5.0,12.0,Pala 1
3,34,5.0,12.0,Pala 1
6,2,5.0,12.0,Pala 1
27,4,5.0,12.0,Pala 2
27,25,5.0,12.0,Pala 1
3,10,5.0,12.0,Pala 1
21,6,5.0,12.0,Pala 2
11,9,5.0,12.0,Pala 2
44,41,5.0,12.0,Pala 2
2,33,5.0,12.0,Pala 1
21,2,5.0,12.0,Pala 2
43,7,5.0,12.0,Pala 2
1,30,5.0,12.0,Pala 1
23,10,5.0,12.0,Pala 2
33,44,5.0,12.0,Pala 1
26,6,5.0,12.0,Pala 2
40,44,5.0,12.0,Pala 1
0,1,5.0,12.0,Pala 1
7,5,5.0,12.0,Pala 1
22,40,5.0,12.0,Pala 1
37,31,5.0,12.0,Pala 2
5,19,5.0,12.0,Pala 1
21,33,5.0,12.0,Pala 1
24,49,5.0,12.0,Pala 1
17,15,5.0,12.0,Pala 2
16,24,5.0,12.0,Pala 1
11,11,5.0,12.0,Pala 1
5,6,5.0,12.0,Pala 1
25,38,5.0,12.0,Pala 1
26,16,5.0,12.0,Pala 2
7,44,5.0,12.0,Pala 1
18,10,5.0,12.0,Pala 2
41,5,5.0,12.0,Pala 2
0,22,5.0,12.0,Pala 1
28,26,5.0,12.0,Pala 1
44,45,5.0,12.0,Pala 1
48,5,5.0,12.0,Pala 2
34,37,5.0,12.0,Pala 1
39,1,5.0,12.0,Pala 2
13,21,5.0,12.0,Pala 1
34,19,5.0,12.0,Pala 2
47,24,5.0,12.0,Pala 2
44,14,5.0,12.0,Pala 2
19,48,5.0,12.0,Pala 1
48,28,5.0,12.0,Pala 2
12,7,5.0,12.0,Pala 1
37,36,5.0,12.0,Pala 1
48,48,5.0,12.0,Pala 1
45,32,5.0,12.0,Pala 2
48,21,5.0,12.0,Pala 2
7,49,5.0,12.0,Pala 1
42,46,5.0,12.0,Pala 1
19,4,5.0,12.0,Pala 2
32,38,5.0,12.0,Pala 1
25,17,5.0,12.0,Pala 2
38,37,5.0,12.0,Pala 1
20,36,5.0,12.0,Pala 1
48,29,5.0,12.0,Pala 2
41,30,5.0,12.0,Pala 2
42,9,5.0,12.0,Pala 2
40,14,5.0,12.0,Pala 2
8,41,5.0,12.0,Pala 1
23,47,5.0,12.0,Pala 1
36,43,5.0,12.0,Pala 1
48,17,5.0,12.0,Pala 2
40,22,5.0,12.0,Pala 2
16,32,5.0,12.0,Pala 1
23,15,5.0,12.0,Pala 2
20,37,5.0,12.0,Pala 1
38,34,5.0,12.0,Pala 1
40,33,5.0,12.0,Pala 2
38,27,5.0,12.0,Pala 2
12,1,5.0,12.0,Pala 2
10,29,5.0,12.0,Pala 1
45,12,5.0,12.0,Pala 2
18,40,5.0,12.0,Pala 1
10,15,5.0,12.0,Pala 1
12,4,5.0,12.0,Pala 1
45,27,5.0,12.0,Pala 2
44,38,5.0,12.0,Pala 1
0,44,5.0,12.0,Pala 1
39,19,5.0,12.0,Pala 2
43,23,5.0,12.0,Pala 2
18,26,5.0,12.0,Pala 1
11,29,5.0,12.0,Pala 1
7,44,5.0,12.0,Pala 1
7,26,5.0,12.0,Pala 1
44,25,5.0,12.0,Pala 2
11,6,5.0,12.0,Pala 2
47,41,5.0,12.0,Pala 2
32,46,5.0,12.0,Pala 1
44,37,5.0,12.0,Pala 2
25,4,5.0,12.0,Pala 2
38,22,5.0,12.0,Pala 2
27,27,5.0,12.0,Pala 1
4,33,5.0,12.0,Pala 1
7,14,5.0,12.0,Pala 1
24,31,5.0,12.0,Pala 1
26,25,5.0,12.0,Pala 1
45,47,5.0,12.0,Pala 1
22,30,5.0,12.0,Pala 1
29,18,5.0,12.0,Pala 2
44,8,5.0,12.0,Pala 2
46,28,5.0,12.0,Pala 2
22,38,5.0,12.0,Pala 1
48,3,5.0,12.0,Pala 2
46,2,5.0,12.0,Pala 2
19,28,5.0,12.0,Pala 1
17,10,5.0,12.0,Pala 1
17,32,5.0,12.0,Pala 1
1,37,5.0,12.0,Pala 1
3,10,5.0,12.0,Pala 1
29,26,5.0,12.0,Pala 1
32,32,5.0,12.0,Pala 1
35,20,5.0,12.0,Pala 2
17,38,5.0,12.0,Pala 1
36,30,5.0,12.0,Pala 2
18,37,5.0,12.0,Pala 1
46,45,5.0,12.0,Pala 1
27,1,5.0,12.0,Pala 2
39,26,5.0,12.0,Pala 2
19,35,5.0,12.0,Pala 1
48,10,5.0,12.0,Pala 2
32,46,5.0,12.0,Pala 1
11,17,5.0,12.0,Pala 1
14,0,5.0,12.0,Pala 2
40,34,5.0,12.0,Pala 2
38,34,5.0,12.0,Pala 2
1,30,5.0,12.0,Pala 1
28,27,5.0,12.0,Pala 2
40,38,5.0,12.0,Pala 1
9,0,5.0,12.0,Pala 2
1,24,5.0,12.0,Pala 1
10,42,5.0,12.0,Pala 1
12,37,5.0,12.0,Pala 1
9,19,5.0,12.0,Pala 1
13,2,5.0,12.0,Pala 2
17,1,5.0,12.0,Pala 2
8,17,5.0,12.0,Pala 1
38,43,5.0,12.0,Pala 1
27,9,5.0,12.0,Pala 2
2,4,5.0,12.0,Pala 1
19,8,5.0,12.0,Pala 2
5,1,5.0,12.0,Pala 2
26,33,5.0,12.0,Pala 1
1,37,5.0,12.0,Pala 1
28,30,5.0,12.0,Pala 1
37,9,5.0,12.0,Pala 2
2,49,5.0,12.0,Pala 1
15,11,5.0,12.0,Pala 1
29,35,5.0,12.0,Pala 1
39,20,5.0,12.0,Pala 2
1,48,5.0,12.0,Pala 1
16,46,5.0,12.0,Pala 1
40,5,5.0,12.0,Pala 2
11,47,5.0,12.0,Pala 1
34,48,5.0,12.0,Pala 1
42,2,5.0,12.0,Pala 2
0,9,5.0,12.0,Pala 1
44,4,5.0,12.0,Pala 2
14,45,5.0,12.0,Pala 1
25,25,5.0,12.0,Pala 1
36,20,5.0,12.0,Pala 2
20,44,5.0,12.0,Pala 1
48,25,5.0,12.0,Pala 2
30,37,5.0,12.0,Pala 1
24,43,5.0,12.0,Pala 1
22,25,5.0,12.0,Pala 1
23,7,5.0,12.0,Pala 2
37,4,5.0,12.0,Pala 2
27,14,5.0,12.0,Pala 2
20,15,5.0,12.0,Pala 2
42,0,5.0,12.0,Pala 2
17,15,5.0,12.0,Pala 2
35,36,5.0,12.0,Pala 1
34,2,5.0,12.0,Pala 2
44,46,5.0,12.0,Pala 1
8,30,5.0,12.0,Pala 1
37,12,5.0,12.0,Pala 2
29,15,5.0,12.0,Pala 2
43,42,5.0,12.0,Pala 1
33,20,5.0,12.0,Pala 2
31,1,5.0,12.0,Pala 2
2,26,5.0,12.0,Pala 1
2,37,5.0,12.0,Pala 1
27,25,5.0,12.0,Pala 1
43,37,5.0,12.0,Pala 2
14,45,5.0,12.0,Pala 1
40,24,5.0,12.0,Pala 2
22,10,5.0,12.0,Pala 2
39,7,5.0,12.0,Pala 2
10,7,5.0,12.0,Pala 1
47,32,5.0,12.0,Pala 2
31,6,5.0,12.0,Pala 2
35,37,5.0,12.0,Pala 1
32,20,5.0,12.0,Pala 2
23,7,5.0,12.0,Pala 2
38,20,5.0,12.0,Pala 2
33,19,5.0,12.0,Pala 2
27,7,5.0,12.0,Pala 2
36,45,5.0,12.0,Pala 1
6,30,5.0,12.0,Pala 1
3,49,5.0,12.0,Pala 1
36,28,5.0,12.0,Pala 2
0,47,5.0,12.0,Pala 1
0,8,5.0,12.0,Pala 1
46,14,5.0,12.0,Pala 2
19,29,5.0,12.0,Pala 1
18,25,5.0,12.0,Pala 1
28,9,5.0,12.0,Pala 2
9,28,5.0,12.0,Pala 1
17,15,5.0,12.0,Pala 2
27,35,5.0,12.0,Pala 1
34,19,5.0,12.0,Pala 2
42,44,5.0,12.0,Pala 1
46,36,5.0,12.0,Pala 2
30,21,5.0,12.0,Pala 2
26,6,5.0,12.0,Pala 2
10,22,5.0,12.0,Pala 1
48,40,5.0,12.0,Pala 2
48,39,5.0,12.0,Pala 2
37,28,5.0,12.0,Pala 2
4,15,5.0,12.0,Pala 1
7,37,5.0,12.0,Pala 1
33,27,5.0,12.0,Pala 2
47,47,5.0,12.0,Pala 1
11,37,5.0,12.0,Pala 1
37,30,5.0,12.0,Pala 2
0,13,5.0,12.0,Pala 1
30,32,5.0,12.0,Pala 1
3,8,5.0,12.0,Pala 1
48,26,5.0,12.0,Pala 2
44,23,5.0,12.0,Pala 2
49,12,5.0,12.0,Pala 2
4,25,5.0,12.0,Pala 1
29,28,5.0,12.0,Pala 2
23,48,5.0,12.0,Pala 1
2,42,5.0,12.0,Pala 1
10,27,5.0,12.0,Pala 1
44,27,5.0,12.0,Pala 2
3,7,5.0,12.0,Pala 1
25,22,5.0,12.0,Pala 1
26,28,5.0,12.0,Pala 1
45,4,5.0,12.0,Pala 2
42,41,5.0,12.0,Pala 2
26,6,5.0,12.0,Pala 2
41,41,5.0,12.0,Pala 1
49,35,5.0,12.0,Pala 2
5,40,5.0,12.0,Pala 1
14,26,5.0,12.0,Pala 1
29,45,5.0,12.0,Pala 1
41,1,5.0,12.0,Pala 2
36,24,5.0,12.0,Pala 2
36,8,5.0,12.0,Pala 2
41,26,5.0,12.0,Pala 2
36,0,5.0,12.0,Pala 2
34,22,5.0,12.0,Pala 2
22,9,5.0,12.0,Pala 2
5,41,5.0,12.0,Pala 1
3,24,5.0,12.0,Pala 1
17,2,5.0,12.0,Pala 2
8,5,5.0,12.0,Pala 2
48,5,5.0,12.0,Pala 2
28,1,5.0,12.0,Pala 2
12,17,5.0,12.0,Pala 1
46,22,5.0,12.0,Pala 2
16,1,5.0,12.0,Pala 2
44,11,5.0,12.0,Pala 2
31,21,5.0,12.0,Pala 2
47,36,5.0,12.0,Pala 2
21,19,5.0,12.0,Pala 2
3,38,5.0,12.0,Pala 1
4,23,5.0,12.0,Pala 1
36,47,5.0,12.0,Pala 1
40,19,5.0,12.0,Pala 2
48,0,5.0,12.0,Pala 2
12,0,5.0,12.0,Pala 2
33,16,5.0,12.0,Pala 2
44,0,5.0,12.0,Pala 2
21,44,5.0,12.0,Pala 1
22,29,5.0,12.0,Pala 1
2,40,5.0,12.0,Pala 1
41,46,5.0,12.0,Pala 1
33,2,5.0,12.0,Pala 2
31,45,5.0,12.0,Pala 1
44,10,5.0,12.0,Pala 2
48,23,5.0,12.0,Pala 2
20,21,5.0,12.0,Pala 1
45,43,5.0,12.0,Pala 2
43,44,5.0,12.0,Pala 1
20,25,5.0,12.0,Pala 1
43,12,5.0,12.0,Pala 2
10,0,5.0,12.0,Pala 2
38,23,5.0,12.0,Pala 2
3,9,5.0,12.0,Pala 1
0,34,5.0,12.0,Pala 1
27,23,5.0,12.0,Pala 1
23,27,5.0,12.0,Pala 1
34,35,5.0,12.0,Pala 1
12,15,5.0,12.0,Pala 1
46,39,5.0,12.0,Pala 2
33,15,5.0,12.0,Pala 2
10,16,5.0,12.0,Pala 1
35,14,5.0,12.0,Pala 2
16,15,5.0,12.0,Pala 1
34,14,5.0,12.0,Pala 2
17,33,5.0,12.0,Pala 1
39,10,5.0,12.0,Pala 2
21,0,5.0,12.0,Pala 2
23,14,5.0,12.0,Pala 2
18,25,5.0,12.0,Pala 1
36,3,5.0,12.0,Pala 2
38,42,5.0,12.0,Pala 1
20,4,5.0,12.0,Pala 2
7,34,5.0,12.0,Pala 1
27,12,5.0,12.0,Pala 2
4,9,5.0,12.0,Pala 1
16,10,5.0,12.0,Pala 1
36,17,5.0,12.0,Pala 2
35,33,5.0,12.0,Pala 1
18,38,5.0,12.0,Pala 1
26,40,5.0,12.0,Pala 1
33,41,5.0,12.0,Pala 1
10,49,5.0,12.0,Pala 1
44,22,5.0,12.0,Pala 2
46,6,5.0,12.0,Pala 2
11,38,5.0,12.0,Pala 1
20,2,5.0,12.0,Pala 2
10,11,5.0,12.0,Pala 1
38,6,5.0,12.0,Pala 2
27,48,5.0,12.0,Pala 1
4,25,5.0,12.0,Pala 1
16,32,5.0,12.0,Pala 1
19,36,5.0,12.0,Pala 1
40,47,5.0,12.0,Pala 1
45,14,5.0,12.0,Pala 2
11,1,5.0,12.0,Pala 1
5,40,5.0,12.0,Pala 1
16,6,5.0,12.0,Pala 2
18,31,5.0,12.0,Pala 1
25,3,5.0,12.0,Pala 2
47,19,5.0,12.0,Pala 2
43,49,5.0,12.0,Pala 1
43,35,5.0,12.0,Pala 2
31,31,5.0,12.0,Pala 2
5,27,5.0,12.0,Pala 1
35,12,5.0,12.0,Pala 2
37,0,5.0,12.0,Pala 2
10,34,5.0,12.0,Pala 1
32,47,5.0,12.0,Pala 1
23,29,5.0,12.0,Pala 1
22,35,5.0,12.0,Pala 1
14,24,5.0,12.0,Pala 1
26,15,5.0,12.0,Pala 2
10,18,5.0,12.0,Pala 1
49,0,5.0,12.0,Pala 2
16,4,5.0,12.0,Pala 2
13,21,5.0,12.0,Pala 1
26,23,5.0,12.0,Pala 1
17,42,5.0,12.0,Pala 1
27,44,5.0,12.0,Pala 1
46,36,5.0,12.0,Pala 2
46,35,5.0,12.0,Pala 2
